module,genome_name,db_name,module_name,module_class,module_category,module_subcategory,module_definition,stepwise_module_completeness,stepwise_module_is_complete,pathwise_module_completeness,pathwise_module_is_complete,proportion_unique_enzymes_present,enzymes_unique_to_module,unique_enzymes_hit_counts,enzyme_hits_in_module,gene_caller_ids_in_module,warnings
M00895,P2734_FreshMango_BE,P2734_FreshMango_BE,"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,K03148+K03154 K03151 K03153 K03149 K10810 K03147 K00941 K00788 K00946,0.3333333333333333,False,0.3333333333333333,False,,No enzymes unique to module,,"K00788,K00941,K03151","1149,1150,1986","K00788 is present in multiple modules: M00127/M00895/M00896/M00899,K00941 is present in multiple modules: M00127/M00895/M00896/M00899,K03151 is present in multiple modules: M00127/M00895"
M00896,P2734_FreshMango_BE,P2734_FreshMango_BE,"Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"K22699 K03147 (K00941 (K00788,K21220),K21219) K00946",0.25,False,0.4,False,,No enzymes unique to module,,"K00788,K00941","1149,1150","K00788 is present in multiple modules: M00127/M00895/M00896/M00899,K00941 is present in multiple modules: M00127/M00895/M00896/M00899"
M00897,P2734_FreshMango_BE,P2734_FreshMango_BE,"Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,K03146 K03147 K14153 K22911 K00949,0.2,False,0.2,False,,No enzymes unique to module,,K00949,557,K00949 is present in multiple modules: M00897/M00898
M00898,P2734_FreshMango_BE,P2734_FreshMango_BE,"Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,K03146 K18278 K00877 K14154 -- K00949,0.1666666666666666,False,0.1666666666666666,False,,No enzymes unique to module,,K00949,557,"'--' steps are assumed incomplete,K00949 is present in multiple modules: M00897/M00898"
M00899,P2734_FreshMango_BE,P2734_FreshMango_BE,"Thiamine salvage pathway, HMP/HET => TMP",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"K00878 ((K00941 K00788),K14153,K21219)",1.0,True,1.0,True,1.0,K00878,1,"K00788,K00878,K00941","1149,1151,1150","K00788 is present in multiple modules: M00127/M00895/M00896/M00899,K00941 is present in multiple modules: M00127/M00895/M00896/M00899"
M00125,P2734_FreshMango_BE,P2734_FreshMango_BE,"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"(K01497,K14652) (K01498 K00082,K11752) (K22912,K20860,K20861,K20862,K21063,K21064) (K02858,K14652) K00794 K00793 (K20884 K22949,K11753)",1.0,True,1.0,True,1.0,"K11752,K11753,K20861,K21064","1,2,1,11","K00793,K00794,K01497,K11752,K11753,K11753,K14652,K20861,K21064,K21064,K21064,K21064,K21064,K21064,K21064,K21064,K21064,K21064,K21064","695,693,694,696,221,1530,694,2283,2693,1569,1750,1310,2398,2374,473,850,903,346,763","K00793 is present in multiple modules: M00125/M00911,K00794 is present in multiple modules: M00125/M00911,K01497 is present in multiple modules: M00125/M00911,K14652 is present in multiple modules: M00125/M00840"
M00911,P2734_FreshMango_BE,P2734_FreshMango_BE,"Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,K01497 K14654 K14655 -- K02858 K00794 K00793 K00861 K00953,0.3333333333333333,False,0.3333333333333333,False,,No enzymes unique to module,,"K00793,K00794,K01497","695,693,694","'--' steps are assumed incomplete,K00793 is present in multiple modules: M00125/M00911,K00794 is present in multiple modules: M00125/M00911,K01497 is present in multiple modules: M00125/M00911"
M00124,P2734_FreshMango_BE,P2734_FreshMango_BE,"Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,K03472 K03473 K00831 K00097 K03474 K00275,0.1666666666666666,False,0.1666666666666666,False,,No enzymes unique to module,,K00831,1068,K00831 is present in multiple modules: M00020/M00124
M00115,P2734_FreshMango_BE,P2734_FreshMango_BE,"NAD biosynthesis, aspartate => quinolinate => NAD",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"(K00278,K06989) K03517 K00767 (K00969,K06210) (K01916,K01950)",0.4,False,0.4,False,,No enzymes unique to module,,"K00969,K01916","640,1718","K00969 is present in multiple modules: M00115/M00912,K01916 is present in multiple modules: M00115/M00912"
M00912,P2734_FreshMango_BE,P2734_FreshMango_BE,"NAD biosynthesis, tryptophan => quinolinate => NAD",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K00767 (K00969,K06210) (K01916,K01950)",0.25,False,0.25,False,,No enzymes unique to module,,"K00969,K01916","640,1718","K00969 is present in multiple modules: M00115/M00912,K01916 is present in multiple modules: M00115/M00912"
M00119,P2734_FreshMango_BE,P2734_FreshMango_BE,"Pantothenate biosynthesis, valine/L-aspartate => pantothenate",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"K00826 K00606 K00077 K01579 (K01918,K13799)",0.4,False,0.4,False,,No enzymes unique to module,,"K00077,K00077,K00826","1798,2373,1930","K00077 is present in multiple modules: M00119/M00913/M00914,K00826 is present in multiple modules: M00019/M00570/M00036/M00119"
M00913,P2734_FreshMango_BE,P2734_FreshMango_BE,"Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,K00606 K00077 K13367 K00128 K01918,0.2,False,0.2,False,,No enzymes unique to module,,"K00077,K00077","1798,2373",K00077 is present in multiple modules: M00119/M00913/M00914
M00120,P2734_FreshMango_BE,P2734_FreshMango_BE,"Coenzyme A biosynthesis, pantothenate => CoA",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"(K00867,K03525,K01947,K09680) ((K01922,K21977) K01598,K13038) (K02318,(K00954,K02201) K00859)",1.0,True,1.0,True,1.0,"K00859,K00867,K00954","1,1,1","K00859,K00867,K00954,K13038","658,1482,83,565",K13038 is present in multiple modules: M00120/M00914
M00914,P2734_FreshMango_BE,P2734_FreshMango_BE,"Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,K00606 K00077 K06982 K09722 K13038 K02201 K09735,0.2857142857142857,False,0.2857142857142857,False,,No enzymes unique to module,,"K00077,K00077,K13038","1798,2373,565","K00077 is present in multiple modules: M00119/M00913/M00914,K13038 is present in multiple modules: M00120/M00914"
M00572,P2734_FreshMango_BE,P2734_FreshMango_BE,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"K02169 (K00647,K09458) K00059 K02372 K00208 (K02170,K09789,K19560,K19561)",0.6666666666666666,False,0.6666666666666666,False,,No enzymes unique to module,,"K00059,K00059,K00059,K00208,K02372,K02372,K09458","515,1109,2393,508,519,512,514","K00059 is present in multiple modules: M00083/M00874/M00572,K00208 is present in multiple modules: M00083/M00572,K02372 is present in multiple modules: M00083/M00572,K09458 is present in multiple modules: M00083/M00873/M00874/M00572"
M00883,P2734_FreshMango_BE,P2734_FreshMango_BE,"Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"(K23735,K23734) K03644 (K10105,K16869)",0.3333333333333333,False,0.3333333333333333,False,1.0,K16869,1,K16869,848,
M00126,P2734_FreshMango_BE,P2734_FreshMango_BE,"Tetrahydrofolate biosynthesis, GTP => THF",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"(K01495,K09007,K22391) (K01077,K01113,(K08310,K19965)) ((K13939,(K13940,K01633 K00950) K00796),(K01633 K13941)) (K11754,K20457) (K00287,K13998)",0.8,True,0.8571428571428571,True,1.0,"K00796,K00950","1,1","K00287,K00796,K00950,K01495,K01633,K11754,K11754","352,2637,2633,2634,2632,2635,1990","K00287 is present in multiple modules: M00126/M00840,K01495 is present in multiple modules: M00126/M00841/M00842/M00843/M00988,K01633 is present in multiple modules: M00126/M00840,K11754 is present in multiple modules: M00126/M00841"
M00840,P2734_FreshMango_BE,P2734_FreshMango_BE,"Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,K14652 K22100 -- K01633 K13941 K22099 K00287,0.4285714285714285,False,0.4285714285714285,False,,No enzymes unique to module,,"K00287,K01633,K14652","352,2632,694","'--' steps are assumed incomplete,K00287 is present in multiple modules: M00126/M00840,K01633 is present in multiple modules: M00126/M00840,K14652 is present in multiple modules: M00125/M00840"
M00841,P2734_FreshMango_BE,P2734_FreshMango_BE,"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,K01495 K22101 K13941 K11754 K13998,0.4,False,0.4,False,,No enzymes unique to module,,"K01495,K11754,K11754","2634,2635,1990","K01495 is present in multiple modules: M00126/M00841/M00842/M00843/M00988,K11754 is present in multiple modules: M00126/M00841"
M00842,P2734_FreshMango_BE,P2734_FreshMango_BE,"Tetrahydrobiopterin biosynthesis, GTP => BH4",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,K01495 K01737 K00072,0.6666666666666666,False,0.6666666666666666,False,,No enzymes unique to module,,"K01495,K01737","2634,1201","K01495 is present in multiple modules: M00126/M00841/M00842/M00843/M00988,K01737 is present in multiple modules: M00842/M00843/M00988"
M00843,P2734_FreshMango_BE,P2734_FreshMango_BE,"L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,K01495 K01737 K17745,0.6666666666666666,False,0.6666666666666666,False,,No enzymes unique to module,,"K01495,K01737","2634,1201","K01495 is present in multiple modules: M00126/M00841/M00842/M00843/M00988,K01737 is present in multiple modules: M00842/M00843/M00988"
M00988,P2734_FreshMango_BE,P2734_FreshMango_BE,"PreQ1 biosynthesis, GTP => 7-Aminomethyl-7-deazaguanine",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"(K01495,K09007,K22391) K01737 K10026 K06920 (K06879,K09457)",0.4,False,0.4,False,,No enzymes unique to module,,"K01495,K01737","2634,1201","K01495 is present in multiple modules: M00126/M00841/M00842/M00843/M00988,K01737 is present in multiple modules: M00842/M00843/M00988"
M00140,P2734_FreshMango_BE,P2734_FreshMango_BE,"C1-unit interconversion, prokaryotes",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"K00600 (K01491,(K00300 K01500)) K01938",1.0,True,1.0,True,,No enzymes unique to module,,"K00600,K01491,K01938","1940,579,426","K00600 is present in multiple modules: M00532/M00346/M00975/M00140/M00141,K01491 is present in multiple modules: M00377/M00140/M00618,K01938 is present in multiple modules: M00377/M00140/M00618"
M00141,P2734_FreshMango_BE,P2734_FreshMango_BE,"C1-unit interconversion, eukaryotes",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"K00600 (K00288,(K13403 K13402))",0.5,False,0.5,False,,No enzymes unique to module,,K00600,1940,K00600 is present in multiple modules: M00532/M00346/M00975/M00140/M00141
M00868,P2734_FreshMango_BE,P2734_FreshMango_BE,"Heme biosynthesis, animals and fungi, glycine => heme",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,K00643 K01698 K01749 K01719 K01599 K00228 K00231 K01772,0.125,False,0.125,False,,No enzymes unique to module,,K01772,3026,K01772 is present in multiple modules: M00868/M00121/M00926
M00121,P2734_FreshMango_BE,P2734_FreshMango_BE,"Heme biosynthesis, plants and bacteria, glutamate => heme",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"K01885 K02492 K01845 K01698 K01749 (K01719,K13542,K13543) K01599 (K00228,K02495) (K00230,K00231,K08973) K01772",0.2,False,0.2,False,1.0,K01885,1,"K01772,K01885","3026,1687",K01772 is present in multiple modules: M00868/M00121/M00926
M00926,P2734_FreshMango_BE,P2734_FreshMango_BE,"Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"K02492 K01845 K01698 K01749 (K01719,K13542) K01599 K00231 K01772 K00435",0.1111111111111111,False,0.1111111111111111,False,,No enzymes unique to module,,K01772,3026,K01772 is present in multiple modules: M00868/M00121/M00926
M00122,P2734_FreshMango_BE,P2734_FreshMango_BE,"Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"(K00798,K19221) K02232 (K02225,K02227) K02231 K00768 (K02226,K22316) K02233",0.1428571428571428,False,0.1428571428571428,False,1.0,K02226,2,"K02226,K02226","1067,1425",
M00117,P2734_FreshMango_BE,P2734_FreshMango_BE,"Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"(K03181,K18240) K03179 K03182+K03186 K18800 K00568 K03185 K03183 (K03184,K06134)",0.125,False,0.1875,False,,No enzymes unique to module,,"K03183,K03186","1390,1006","K03183 is present in multiple modules: M00117/M00989/M00116,K03186 is present in multiple modules: M00117/M00989/M00849"
M00989,P2734_FreshMango_BE,P2734_FreshMango_BE,"Ubiquinone biosynthesis, O2-independent, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"(K03181,K18240) K03179 K03182+K03186 K24844+K24845+K24843 K00568 K03183",0.1666666666666666,False,0.25,False,,No enzymes unique to module,,"K03183,K03186","1390,1006","K03183 is present in multiple modules: M00117/M00989/M00116,K03186 is present in multiple modules: M00117/M00989/M00849"
M00116,P2734_FreshMango_BE,P2734_FreshMango_BE,"Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,K02552 K02551 K08680 K02549 K01911 K01661 K19222 K02548 K03183,0.2222222222222222,False,0.2222222222222222,False,1.0,K02548,2,"K02548,K02548,K03183","479,2533,1390",K03183 is present in multiple modules: M00117/M00989/M00116
M00095,P2734_FreshMango_BE,P2734_FreshMango_BE,"C5 isoprenoid biosynthesis, mevalonate pathway",Pathway modules,Biosynthesis of terpenoids and polyketides,Terpenoid backbone biosynthesis,"K00626 K01641 K00021 K00869 (K00938,K13273) K01597 K01823",0.5714285714285714,False,0.5714285714285714,False,1.0,"K00938,K01597","1,1","K00869,K00938,K01597,K01641","463,465,464,190","K00869 is present in multiple modules: M00095/M00849,K01641 is present in multiple modules: M00088/M00095/M00849"
M00849,P2734_FreshMango_BE,P2734_FreshMango_BE,"C5 isoprenoid biosynthesis, mevalonate pathway, archaea",Pathway modules,Biosynthesis of terpenoids and polyketides,Terpenoid backbone biosynthesis,"K00626 K01641 (K00021,K00054) ((K00869 (K17942,(K25517+K09128 K25518+K03186))),(K18689 K18690 K22813)) K06981 K01823",0.3333333333333333,False,0.4375,False,1.0,K00054,1,"K00054,K00869,K01641,K03186","871,463,190,1006","K00869 is present in multiple modules: M00095/M00849,K01641 is present in multiple modules: M00088/M00095/M00849,K03186 is present in multiple modules: M00117/M00989/M00849"
M00096,P2734_FreshMango_BE,P2734_FreshMango_BE,"C5 isoprenoid biosynthesis, non-mevalonate pathway",Pathway modules,Biosynthesis of terpenoids and polyketides,Terpenoid backbone biosynthesis,"K01662 K00099 (K00991,K12506) K00919 (K01770,K12506) K03526 K03527 K01823",0.25,False,0.25,False,1.0,"K00919,K01662","1,1","K00919,K01662","860,1744",
M00364,P2734_FreshMango_BE,P2734_FreshMango_BE,"C10-C20 isoprenoid biosynthesis, bacteria",Pathway modules,Biosynthesis of terpenoids and polyketides,Terpenoid backbone biosynthesis,"K01823 (K00795,K13789,K13787)",0.5,False,0.5,False,,No enzymes unique to module,,K13787,2534,K13787 is present in multiple modules: M00364/M00365/M00921
M00365,P2734_FreshMango_BE,P2734_FreshMango_BE,"C10-C20 isoprenoid biosynthesis, archaea",Pathway modules,Biosynthesis of terpenoids and polyketides,Terpenoid backbone biosynthesis,K01823 K13787,0.5,False,0.5,False,,No enzymes unique to module,,K13787,2534,K13787 is present in multiple modules: M00364/M00365/M00921
M01038,P2734_FreshMango_BE,P2734_FreshMango_BE,"Staphyloxanthin biosynthesis, bacteria, farnesyl-PP => staphyloxanthin",Pathway modules,Biosynthesis of terpenoids and polyketides,Terpenoid biosynthesis,K10208 K10209 K10210 K25072 K10211 K10212,0.1666666666666666,False,0.1666666666666666,False,1.0,K10208,1,K10208,2667,
M00097,P2734_FreshMango_BE,P2734_FreshMango_BE,"Lycopene biosynthesis, geranylgeranyl-PP => lycopene",Pathway modules,Biosynthesis of terpenoids and polyketides,Terpenoid biosynthesis,"(K02291,K17841) ((K02293 K15744 K00514 K09835),K10027,K15745)",1.0,True,1.0,True,1.0,"K02291,K10027","1,1","K02291,K10027","2667,2668",
M00953,P2734_FreshMango_BE,P2734_FreshMango_BE,"Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid",Pathway modules,Biosynthesis of other secondary metabolites,Biosynthesis of phytochemical compounds,K00789 K05953 K14271 K22374 K18054,0.2,False,0.2,False,,No enzymes unique to module,,K00789,797,K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953
M00848,P2734_FreshMango_BE,P2734_FreshMango_BE,"Aurachin biosynthesis, anthranilate => aurachin A",Pathway modules,Biosynthesis of other secondary metabolites,Biosynthesis of other antibiotics,K09460 K02078+K14245+K14246+K22798 K22799 K22800 K21272 K21271 K22801 K22802,0.0,False,0.03125,False,,No enzymes unique to module,,"K02078,K02078","551,517","K02078 is present in multiple modules: M00885/M00886/M00848,No KOfam profile for K09460,No KOfam profile for K14245,No KOfam profile for K14246,No KOfam profile for K21271,No KOfam profile for K21272,No KOfam profile for K22798,No KOfam profile for K22799,No KOfam profile for K22800,No KOfam profile for K22801,No KOfam profile for K22802"
M00921,P2734_FreshMango_BE,P2734_FreshMango_BE,"Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin",Pathway modules,Biosynthesis of other secondary metabolites,Biosynthesis of other bacterial compounds,K13787 K18686 K22997 K22998,0.25,False,0.25,False,,No enzymes unique to module,,K13787,2534,K13787 is present in multiple modules: M00364/M00365/M00921
